EAP Name,Visit Type Name,Visit Type Length,DEP Name,Room Name
NM GALLIUM-67 SPECT,"NM GALLIUM-67 INJECTION
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN","30
45
45
45","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSSN RAD NM","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
MSSN NM 1
MSSN NM 2"
NM GALLIUM-67 LIMITED,"NM GALLIUM-67 INJECTION
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN","30
45
45
45","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSSN RAD NM","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
MSSN NM 1
MSSN NM 2"
NM GALLIUM-67 WB,"NM GALLIUM-67 INJECTION
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN","30
45
45
45","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSSN RAD NM","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
MSSN NM 1
MSSN NM 2"
NM GALLIUM-67 MULTI DAY,"NM GALLIUM-67 INJECTION
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN","30
45
45
45","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSSN RAD NM","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
MSSN NM 1
MSSN NM 2"
NM SPLEEN SCAN SPECT CT,"NM SPLEEN IV AND BLOOD SAMPLE
NM SPLEEN TRACER INJECTION
NM SPLEEN IMAGING","30
15
90","MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE","MSH NM PREP
RA NM PREP
MSM NM PREP
MSW NM 1
MSW NM 2
MSH NM PREP
RA NM PREP
MSM NM PREP
MSW NM 1
MSW NM 2
MSH NM 1
MSH NM 2
MSH NM 3
MSH NM 4
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2"
NM CARDIAC AMYLOID SPECT,"NM CARDIAC AMYLOID INJECTION
NM CARDIAC AMYLOID SCAN
NM SPECT","30
30
60","MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
5 CUBA HILL RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
341 CENTRAL PARK AVE RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSM NM PREP
MSW NM PREP
DOCCU NM 1
MSH NM PREP
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1
MSSN NM 1
MSSN NM 2
DOCCU NM 1
DOCMH CT 1
DOCSC NM 1
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSQ NM 1
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2"
NM CARDIAC AMYLOID SPECT CT,"NM CARDIAC AMYLOID INJECTION
NM CARDIAC AMYLOID SCAN
NM SPECT CT","30
30
60","MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSM NM PREP
MSW NM PREP
DOCCU NM 1
MSH NM PREP
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1
MSSN NM 1
MSSN NM 2
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2"
NM HEPATOBILIARY WO PHARMACEUTICAL,"NM HEPATOBILIARY PREP
NM HEPATOBILIARY INJECTION AND SCAN","30
120","MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM PREP
MSM NM PREP
MSW NM PREP
NY NM 1
MSQ NM 1
MSB NM 1
DOCCU NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSQ NM 1
MSB NM 1
DOCCU NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2"
NM BRAIN DEATH SPECT,NM BRAIN DEATH INJ AND SCAN,90,"MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2"
NM BRAIN DEATH SCAN FLOW/STATIC 4+ VIEWS,NM BRAIN DEATH INJ AND SCAN,90,"MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2"
NM HEPATIC HEMANGIOMA SPECT CT,"NM HEMANGIOMA RBC BLOODWORK
NM SPECT CT","120
60","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2"
NM SPECT,NM SPECT,60,"5 CUBA HILL RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
341 CENTRAL PARK AVE RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","DOCCU NM 1
DOCMH CT 1
DOCSC NM 1
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSQ NM 1
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2"
NM HEMANGIOMA SCINTIGRAPHY SPECT CT,"NM HEMANGIOMA RBC BLOODWORK
NM SPECT CT","120
60","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2"
NM HEPATIC MAA INFUSION PRE Y90 SPHERES SPECT CT,NM HEPATIC MAA INFUSION SCAN,30,"MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSH NM 4
MSH NM THERANOSTICS ROOM 1
MSH NM THERANOSTICS ROOM 2
MSH NM THERANOSTICS ROOM 3
MSSN NM 1
MSSN NM 2"
NM LIVER SPLEEN SPECT,"NM LIVER SPLEEN TC SULFUR COLLOID INJECTION
NM LIVER SPLEEN SCAN
NM LIVER SPLEEN SPECT","30
45
45","MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT","MSH NM PREP
MSM NM PREP
MSW NM PREP
NY NM 1
DOCCU NM 1
NY NM 2
RA NM PREP
DOCMH CT 1
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1
MSSN NM 1
MSSN NM 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1"
NM LIVER SPLEEN SPECT CT,"NM LIVER SPLEEN TC SULFUR COLLOID INJECTION
NM LIVER SPLEEN SCAN
NM LIVER SPLEEN SPECT CT","30
45
60","MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE","MSH NM PREP
MSM NM PREP
MSW NM PREP
NY NM 1
DOCCU NM 1
NY NM 2
RA NM PREP
DOCMH CT 1
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1
MSSN NM 1
MSSN NM 2
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
DOCCU NM 1"
NM LUNG PERF ONLY SPECT,"NM LUNG PERF ONLY INJ AND SCAN
NM SPECT","90
60","MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
5 CUBA HILL RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
341 CENTRAL PARK AVE RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2
DOCCU NM 1
DOCMH CT 1
DOCSC NM 1
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSQ NM 1
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2"
NM LUNG PERF ONLY SPECT CT,"NM LUNG PERF ONLY INJ AND SCAN
NM SPECT CT","90
60","MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2"
NM LUNG PERF QUANT SPECT,"NM LUNG PERF QUANT INJ
NM LUNG PERF QUANT WB SCAN
NM LUNG PERF QUANT SPOT VIEWS
NM SPECT","45
45
60
60","MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
5 CUBA HILL RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
341 CENTRAL PARK AVE RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSQ NM 1
MSB NM 1
MSH NM 4
NY NM 2
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSQ NM 1
MSB NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSQ NM 1
MSB NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2
DOCCU NM 1
DOCMH CT 1
DOCSC NM 1
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSQ NM 1
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2"
NM LUNG PERF QUANT SPECT CT,"NM LUNG PERF QUANT INJ
NM LUNG PERF QUANT WB SCAN
NM LUNG PERF QUANT SPOT VIEWS
NM SPECT CT","45
45
60
60","MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSQ NM 1
MSB NM 1
MSH NM 4
NY NM 2
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSQ NM 1
MSB NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSQ NM 1
MSB NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2"
NM LUNG QD FUNC VENT / PERF SPECT,"NM LUNG QD VENT DOSING AND SCAN
NM LUNG QD VENT PERFUSION INJ AND SCAN
NM SPECT","90
90
60","MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
5 CUBA HILL RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
341 CENTRAL PARK AVE RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM PREP 1
MSSN NM PREP 2
MSSN NM 2
MSSN NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM PREP 1
MSSN NM PREP 2
MSSN NM 1
MSSN NM 2
DOCCU NM 1
DOCMH CT 1
DOCSC NM 1
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSQ NM 1
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2"
